,antecedents,consequents,confidence
266,"frozenset({'tropical fruit', 'bottled water', 'root vegetables', 'rolls/buns'})",frozenset({'whole milk'}),0.9166666666666665
267,"frozenset({'root vegetables', 'citrus fruit', 'other vegetables', 'brown bread'})",frozenset({'whole milk'}),0.8571428571428571
268,"frozenset({'root vegetables', 'pip fruit', 'other vegetables', 'brown bread'})",frozenset({'whole milk'}),0.9230769230769231
269,"frozenset({'whole milk', 'root vegetables', 'pip fruit', 'brown bread'})",frozenset({'other vegetables'}),0.8571428571428571
270,"frozenset({'root vegetables', 'other vegetables', 'brown bread', 'rolls/buns'})",frozenset({'whole milk'}),0.9090909090909092
271,"frozenset({'other vegetables', 'yogurt', 'brown bread', 'soda'})",frozenset({'whole milk'}),0.8461538461538461
272,"frozenset({'tropical fruit', 'pip fruit', 'yogurt', 'brown bread'})",frozenset({'whole milk'}),0.8461538461538461
273,"frozenset({'tropical fruit', 'curd', 'other vegetables', 'butter'})",frozenset({'yogurt'}),0.8333333333333333
274,"frozenset({'tropical fruit', 'curd', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.8
275,"frozenset({'tropical fruit', 'curd', 'whole milk', 'butter'})",frozenset({'yogurt'}),0.8571428571428571
276,"frozenset({'tropical fruit', 'domestic eggs', 'yogurt', 'butter'})",frozenset({'other vegetables'}),0.8461538461538461
277,"frozenset({'whipped/sour cream', 'domestic eggs', 'other vegetables', 'butter'})",frozenset({'whole milk'}),1.0
278,"frozenset({'root vegetables', 'domestic eggs', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.9166666666666665
279,"frozenset({'tropical fruit', 'domestic eggs', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.9230769230769231
280,"frozenset({'tropical fruit', 'whipped/sour cream', 'fruit/vegetable juice', 'butter'})",frozenset({'other vegetables'}),1.0
281,"frozenset({'napkins', 'whipped/sour cream', 'other vegetables', 'butter'})",frozenset({'whole milk'}),0.9090909090909092
282,"frozenset({'root vegetables', 'onions', 'other vegetables', 'butter'})",frozenset({'whole milk'}),0.8666666666666666
283,"frozenset({'whipped/sour cream', 'pip fruit', 'other vegetables', 'butter'})",frozenset({'whole milk'}),0.8666666666666666
284,"frozenset({'root vegetables', 'pork', 'other vegetables', 'butter'})",frozenset({'whole milk'}),0.9090909090909092
285,"frozenset({'whipped/sour cream', 'pork', 'other vegetables', 'butter'})",frozenset({'whole milk'}),1.0
286,"frozenset({'butter', 'whipped/sour cream', 'other vegetables', 'rolls/buns'})",frozenset({'whole milk'}),0.8
287,"frozenset({'tropical fruit', 'root vegetables', 'whipped/sour cream', 'butter'})",frozenset({'other vegetables'}),0.8461538461538461
288,"frozenset({'root vegetables', 'white bread', 'other vegetables', 'butter'})",frozenset({'whole milk'}),1.0
289,"frozenset({'whole milk', 'root vegetables', 'white bread', 'butter'})",frozenset({'other vegetables'}),0.9090909090909092
290,"frozenset({'root vegetables', 'white bread', 'butter'})","frozenset({'whole milk', 'other vegetables'})",0.8333333333333333
291,"frozenset({'whole milk', 'whipped/sour cream', 'soda', 'butter'})",frozenset({'other vegetables'}),0.9090909090909092
292,"frozenset({'tropical fruit', 'whipped/sour cream', 'yogurt', 'butter'})",frozenset({'other vegetables'}),0.8
293,"frozenset({'tropical fruit', 'white bread', 'other vegetables', 'butter'})",frozenset({'yogurt'}),0.9090909090909092
294,"frozenset({'tropical fruit', 'white bread', 'yogurt', 'butter'})",frozenset({'other vegetables'}),0.9090909090909092
295,"frozenset({'whole milk', 'white bread', 'yogurt', 'butter'})",frozenset({'other vegetables'}),0.8333333333333333
296,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.8947368421052632
297,"frozenset({'root vegetables', 'whipped/sour cream', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.8461538461538461
298,"frozenset({'tropical fruit', 'yogurt', 'sliced cheese', 'butter'})",frozenset({'whole milk'}),0.9090909090909092
299,"frozenset({'tropical fruit', 'whole milk', 'sliced cheese', 'butter'})",frozenset({'yogurt'}),0.9090909090909092
300,"frozenset({'tropical fruit', 'whipped/sour cream', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.8
301,"frozenset({'root vegetables', 'butter milk', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.8333333333333333
302,"frozenset({'root vegetables', 'chicken', 'domestic eggs', 'other vegetables'})",frozenset({'whole milk'}),0.8
303,"frozenset({'citrus fruit', 'domestic eggs', 'cream cheese', 'other vegetables'})",frozenset({'whole milk'}),0.8461538461538461
304,"frozenset({'citrus fruit', 'whipped/sour cream', 'cream cheese', 'other vegetables'})",frozenset({'whole milk'}),0.8461538461538461
305,"frozenset({'whole milk', 'cream cheese', 'whipped/sour cream', 'citrus fruit'})",frozenset({'other vegetables'}),0.9166666666666665
306,"frozenset({'whole milk', 'root vegetables', 'citrus fruit', 'curd'})",frozenset({'other vegetables'}),0.8461538461538461
307,"frozenset({'citrus fruit', 'yogurt', 'other vegetables', 'curd'})",frozenset({'whole milk'}),0.8571428571428571
308,"frozenset({'tropical fruit', 'yogurt', 'citrus fruit', 'curd'})",frozenset({'whole milk'}),0.9090909090909092
309,"frozenset({'whole milk', 'root vegetables', 'domestic eggs', 'citrus fruit'})",frozenset({'other vegetables'}),0.8571428571428571
310,"frozenset({'tropical fruit', 'citrus fruit', 'domestic eggs', 'other vegetables'})",frozenset({'whole milk'}),0.9090909090909092
311,"frozenset({'citrus fruit', 'whipped/sour cream', 'domestic eggs', 'other vegetables'})",frozenset({'whole milk'}),0.8571428571428571
312,"frozenset({'whole milk', 'whipped/sour cream', 'domestic eggs', 'citrus fruit'})",frozenset({'other vegetables'}),0.9230769230769231
313,"frozenset({'fruit/vegetable juice', 'frozen vegetables', 'citrus fruit', 'other vegetables'})",frozenset({'whole milk'}),0.8333333333333333
314,"frozenset({'frozen vegetables', 'citrus fruit', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.9090909090909092
315,"frozenset({'fruit/vegetable juice', 'citrus fruit', 'other vegetables', 'soda'})",frozenset({'root vegetables'}),0.9090909090909092
316,"frozenset({'tropical fruit', 'fruit/vegetable juice', 'whole milk', 'citrus fruit'})",frozenset({'other vegetables'}),0.8125
317,"frozenset({'whole milk', 'fruit/vegetable juice', 'yogurt', 'citrus fruit'})",frozenset({'other vegetables'}),0.823529411764706
318,"frozenset({'whole milk', 'root vegetables', 'newspapers', 'citrus fruit'})",frozenset({'other vegetables'}),0.8333333333333333
319,"frozenset({'tropical fruit', 'root vegetables', 'citrus fruit', 'rolls/buns'})",frozenset({'other vegetables'}),0.8461538461538461
320,"frozenset({'tropical fruit', 'root vegetables', 'whipped/sour cream', 'citrus fruit'})",frozenset({'other vegetables'}),1.0
321,"frozenset({'tropical fruit', 'root vegetables', 'whole milk', 'citrus fruit'})",frozenset({'other vegetables'}),0.8857142857142858
322,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'citrus fruit'})",frozenset({'other vegetables'}),0.8095238095238095
323,"frozenset({'root vegetables', 'citrus fruit', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.8214285714285714
324,"frozenset({'citrus fruit', 'whipped/sour cream', 'sausage', 'other vegetables'})",frozenset({'whole milk'}),0.8
325,"frozenset({'whole milk', 'whipped/sour cream', 'sausage', 'citrus fruit'})",frozenset({'other vegetables'}),0.8
326,"frozenset({'pastry', 'whipped/sour cream', 'citrus fruit', 'rolls/buns'})",frozenset({'whole milk'}),1.0
327,"frozenset({'tropical fruit', 'whipped/sour cream', 'yogurt', 'citrus fruit'})",frozenset({'whole milk'}),0.8
328,"frozenset({'cream cheese', 'whipped/sour cream', 'other vegetables', 'curd'})",frozenset({'yogurt'}),0.9090909090909092
329,"frozenset({'whipped/sour cream', 'yogurt', 'cream cheese', 'curd'})",frozenset({'whole milk'}),0.8461538461538461
330,"frozenset({'whole milk', 'whipped/sour cream', 'cream cheese', 'curd'})",frozenset({'yogurt'}),0.8461538461538461
331,"frozenset({'root vegetables', 'pip fruit', 'cream cheese', 'other vegetables'})",frozenset({'whole milk'}),0.9090909090909092
332,"frozenset({'cream cheese', 'pip fruit', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.9166666666666665
333,"frozenset({'tropical fruit', 'whole milk', 'yogurt', 'cream cheese'})",frozenset({'other vegetables'}),0.8
334,"frozenset({'root vegetables', 'domestic eggs', 'other vegetables', 'curd'})",frozenset({'whole milk'}),0.8571428571428571
335,"frozenset({'tropical fruit', 'domestic eggs', 'yogurt', 'curd'})",frozenset({'whole milk'}),0.9166666666666665
336,"frozenset({'whipped/sour cream', 'pip fruit', 'other vegetables', 'curd'})",frozenset({'whole milk'}),0.8333333333333333
337,"frozenset({'root vegetables', 'pip fruit', 'domestic eggs', 'other vegetables'})",frozenset({'whole milk'}),0.8571428571428571
338,"frozenset({'pip fruit', 'whipped/sour cream', 'domestic eggs', 'other vegetables'})",frozenset({'whole milk'}),0.9230769230769231
339,"frozenset({'whole milk', 'pip fruit', 'whipped/sour cream', 'domestic eggs'})",frozenset({'other vegetables'}),0.8
340,"frozenset({'tropical fruit', 'whipped/sour cream', 'domestic eggs', 'other vegetables'})",frozenset({'whole milk'}),0.9166666666666665
341,"frozenset({'tropical fruit', 'root vegetables', 'domestic eggs', 'yogurt'})",frozenset({'whole milk'}),0.8333333333333334
342,"frozenset({'tropical fruit', 'whipped/sour cream', 'domestic eggs', 'yogurt'})",frozenset({'whole milk'}),0.9166666666666665
343,"frozenset({'root vegetables', 'pip fruit', 'frankfurter', 'other vegetables'})",frozenset({'whole milk'}),0.8333333333333333
344,"frozenset({'whole milk', 'root vegetables', 'pip fruit', 'frankfurter'})",frozenset({'other vegetables'}),0.8333333333333333
345,"frozenset({'tropical fruit', 'frankfurter', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.823529411764706
346,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'frankfurter'})",frozenset({'whole milk'}),0.9230769230769231
347,"frozenset({'tropical fruit', 'frozen meals', 'pip fruit', 'yogurt'})",frozenset({'whole milk'}),0.9090909090909092
348,"frozenset({'fruit/vegetable juice', 'frozen vegetables', 'root vegetables', 'other vegetables'})",frozenset({'whole milk'}),0.8571428571428571
349,"frozenset({'frozen vegetables', 'whipped/sour cream', 'root vegetables', 'other vegetables'})",frozenset({'whole milk'}),0.8125
350,"frozenset({'whole milk', 'frozen vegetables', 'root vegetables', 'yogurt'})",frozenset({'other vegetables'}),0.8823529411764706
351,"frozenset({'whole milk', 'frozen vegetables', 'whipped/sour cream', 'yogurt'})",frozenset({'other vegetables'}),0.8823529411764706
352,"frozenset({'fruit/vegetable juice', 'root vegetables', 'pip fruit', 'other vegetables'})",frozenset({'whole milk'}),0.8666666666666666
353,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),0.8461538461538461
354,"frozenset({'fruit/vegetable juice', 'root vegetables', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.8333333333333333
355,"frozenset({'whole milk', 'root vegetables', 'yogurt', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),0.8
356,"frozenset({'tropical fruit', 'whipped/sour cream', 'whole milk', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),0.9090909090909092
357,"frozenset({'tropical fruit', 'whipped/sour cream', 'yogurt', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),0.9166666666666665
358,"frozenset({'root vegetables', 'pip fruit', 'yogurt', 'fruit/vegetable juice'})",frozenset({'whole milk'}),0.9166666666666665
359,"frozenset({'tropical fruit', 'grapes', 'whole milk', 'yogurt'})",frozenset({'other vegetables'}),1.0
360,"frozenset({'tropical fruit', 'ham', 'pip fruit', 'whole milk'})",frozenset({'other vegetables'}),1.0
361,"frozenset({'tropical fruit', 'ham', 'pip fruit', 'yogurt'})",frozenset({'other vegetables'}),1.0
362,"frozenset({'ham', 'pip fruit', 'yogurt', 'other vegetables'})",frozenset({'tropical fruit'}),0.8333333333333333
363,"frozenset({'hard cheese', 'root vegetables', 'whipped/sour cream', 'whole milk'})",frozenset({'other vegetables'}),0.8333333333333333
364,"frozenset({'hard cheese', 'root vegetables', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.9230769230769231
365,"frozenset({'root vegetables', 'herbs', 'other vegetables', 'rolls/buns'})",frozenset({'whole milk'}),0.8333333333333333
366,"frozenset({'tropical fruit', 'root vegetables', 'herbs', 'other vegetables'})",frozenset({'whole milk'}),0.9090909090909092
367,"frozenset({'whipped/sour cream', 'long life bakery product', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.8571428571428571
368,"frozenset({'root vegetables', 'margarine', 'other vegetables', 'rolls/buns'})",frozenset({'whole milk'}),0.8461538461538461
369,"frozenset({'root vegetables', 'margarine', 'yogurt', 'rolls/buns'})",frozenset({'whole milk'}),0.8461538461538461
370,"frozenset({'tropical fruit', 'root vegetables', 'margarine', 'whole milk'})",frozenset({'yogurt'}),0.8333333333333333
371,"frozenset({'whole milk', 'newspapers', 'soda', 'rolls/buns'})",frozenset({'other vegetables'}),1.0
372,"frozenset({'tropical fruit', 'newspapers', 'whole milk', 'soda'})",frozenset({'other vegetables'}),0.8461538461538461
373,"frozenset({'tropical fruit', 'root vegetables', 'oil', 'whole milk'})",frozenset({'other vegetables'}),0.8666666666666666
374,"frozenset({'tropical fruit', 'oil', 'whole milk', 'other vegetables'})",frozenset({'root vegetables'}),0.8666666666666666
375,"frozenset({'tropical fruit', 'root vegetables', 'oil', 'yogurt'})",frozenset({'other vegetables'}),0.9090909090909092
376,"frozenset({'root vegetables', 'oil', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),1.0
377,"frozenset({'whole milk', 'root vegetables', 'oil', 'yogurt'})",frozenset({'other vegetables'}),0.9333333333333333
378,"frozenset({'tropical fruit', 'root vegetables', 'oil', 'yogurt'})",frozenset({'whole milk'}),1.0
379,"frozenset({'tropical fruit', 'root vegetables', 'whole milk', 'onions'})",frozenset({'other vegetables'}),0.8333333333333333
380,"frozenset({'root vegetables', 'pip fruit', 'other vegetables', 'soda'})",frozenset({'whole milk'}),0.8125
381,"frozenset({'root vegetables', 'whipped/sour cream', 'pip fruit', 'other vegetables'})",frozenset({'whole milk'}),0.85
382,"frozenset({'rice', 'root vegetables', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.9285714285714285
383,"frozenset({'whole milk', 'rice', 'root vegetables', 'yogurt'})",frozenset({'other vegetables'}),0.9285714285714285
384,"frozenset({'whole milk', 'rice', 'yogurt', 'other vegetables'})",frozenset({'root vegetables'}),0.8666666666666666
385,"frozenset({'rice', 'root vegetables', 'yogurt'})","frozenset({'whole milk', 'other vegetables'})",0.8125
386,"frozenset({'tropical fruit', 'root vegetables', 'whipped/sour cream', 'rolls/buns'})",frozenset({'other vegetables'}),0.8
387,"frozenset({'root vegetables', 'waffles', 'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.9090909090909092
388,"frozenset({'whole milk', 'root vegetables', 'whipped/sour cream', 'white bread'})",frozenset({'other vegetables'}),0.8461538461538461
389,"frozenset({'tropical fruit', 'root vegetables', 'pastry', 'yogurt'})",frozenset({'whole milk'}),0.9090909090909092
390,"frozenset({'root vegetables', 'pip fruit', 'yogurt', 'soda'})",frozenset({'whole milk'}),0.8571428571428571
391,"frozenset({'root vegetables', 'pip fruit', 'yogurt', 'white bread'})",frozenset({'whole milk'}),0.8333333333333333
392,"frozenset({'tropical fruit', 'root vegetables', 'sausage', 'rolls/buns'})",frozenset({'whole milk'}),1.0
393,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'rolls/buns'})",frozenset({'whole milk'}),0.8148148148148148
394,"frozenset({'tropical fruit', 'root vegetables', 'sausage', 'yogurt'})",frozenset({'whole milk'}),0.9375
395,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'sliced cheese'})",frozenset({'whole milk'}),0.8333333333333333
396,"frozenset({'tropical fruit', 'root vegetables', 'beef', 'other vegetables', 'rolls/buns'})",frozenset({'whole milk'}),0.8461538461538461
397,"frozenset({'tropical fruit', 'other vegetables', 'yogurt', 'butter', 'domestic eggs'})",frozenset({'whole milk'}),0.9090909090909092
398,"frozenset({'tropical fruit', 'yogurt', 'butter', 'whole milk', 'domestic eggs'})",frozenset({'other vegetables'}),0.8333333333333333
399,"frozenset({'tropical fruit', 'root vegetables', 'other vegetables', 'yogurt', 'butter'})",frozenset({'whole milk'}),0.8461538461538461
400,"frozenset({'tropical fruit', 'root vegetables', 'other vegetables', 'yogurt', 'citrus fruit'})",frozenset({'whole milk'}),0.823529411764706
401,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'citrus fruit', 'whole milk'})",frozenset({'other vegetables'}),0.9333333333333333
402,"frozenset({'root vegetables', 'whipped/sour cream', 'other vegetables', 'yogurt', 'citrus fruit'})",frozenset({'whole milk'}),0.8333333333333333
403,"frozenset({'root vegetables', 'whipped/sour cream', 'yogurt', 'citrus fruit', 'whole milk'})",frozenset({'other vegetables'}),0.9090909090909092
404,"frozenset({'tropical fruit', 'root vegetables', 'other vegetables', 'yogurt', 'oil'})",frozenset({'whole milk'}),1.0
405,"frozenset({'tropical fruit', 'root vegetables', 'yogurt', 'whole milk', 'oil'})",frozenset({'other vegetables'}),0.9090909090909092
406,"frozenset({'tropical fruit', 'other vegetables', 'yogurt', 'whole milk', 'oil'})",frozenset({'root vegetables'}),0.9090909090909092
407,"frozenset({'tropical fruit', 'root vegetables', 'oil', 'yogurt'})","frozenset({'whole milk', 'other vegetables'})",0.9090909090909092
408,"frozenset({'tropical fruit', 'root vegetables', 'other vegetables', 'yogurt', 'pip fruit'})",frozenset({'whole milk'}),0.8666666666666666
